,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,Dikson,100,RU,1601611270,85,73.51,80.55,1.35,8.22
1,Saint-Pierre,0,RE,1601611207,57,-21.34,55.48,24.0,1.5
2,Krasnosel'kup,100,RU,1601611518,85,65.7,82.47,6.85,5.34
3,Ushuaia,75,AR,1601610973,91,-54.8,-68.3,0.0,8.7
4,Chokurdakh,99,RU,1601611280,80,70.63,147.92,1.12,0.2
5,East London,75,ZA,1601611267,82,-33.02,27.91,13.0,2.6
6,Tuktoyaktuk,90,CA,1601611307,93,69.45,-133.04,5.0,5.7
7,Nikolskoye,50,RU,1601611287,86,59.7,30.79,7.78,3.0
8,Butaritari,0,KI,1601611273,72,3.07,172.79,27.4,6.64
9,Busselton,36,AU,1601611278,43,-33.65,115.33,17.22,7.33
10,Pandan,100,PH,1601611520,73,14.05,124.17,29.83,4.54
11,Thompson,75,CA,1601611293,92,55.74,-97.86,0.0,1.0
12,Rikitea,7,PF,1601611280,78,-23.12,-134.97,22.88,8.38
13,Grindavik,20,IS,1601611298,86,63.84,-22.43,4.0,5.1
14,Sharjah city,0,AE,1601611457,34,25.36,55.4,29.0,2.6
15,Northam,97,GB,1601611285,96,51.03,-4.22,10.0,5.36
16,Złotów,94,PL,1601611391,90,53.36,17.04,12.22,1.34
17,Bluff,100,NZ,1601611288,54,-46.6,168.33,15.56,4.02
18,Albany,21,US,1601611270,64,42.6,-73.97,12.22,0.94
19,Saint Paul Harbor,90,US,1601611292,87,57.79,-152.41,11.0,13.4
20,Itoman,40,JP,1601611245,55,26.12,127.67,30.0,7.2
21,Erenhot,0,CN,1601611325,45,43.65,111.98,8.1,7.19
22,Kapoeta,0,SS,1601611269,80,4.77,33.59,22.89,1.15
23,Clyde River,90,CA,1601611297,100,70.47,-68.59,-2.0,9.8
24,New Norfolk,24,AU,1601611295,49,-42.78,147.06,20.56,2.24
25,Nemuro,75,JP,1601611338,72,43.32,145.57,18.0,2.1
26,Antofagasta,90,CL,1601611524,76,-23.65,-70.4,14.0,3.6
27,Kargasok,94,RU,1601611524,92,59.06,80.86,9.17,2.59
28,Upernavik,3,GL,1601611266,91,72.79,-56.15,-5.16,7.68
29,Basco,0,PH,1601611284,72,20.45,121.97,27.66,8.14
30,Torbay,90,CA,1601611361,100,47.67,-52.73,15.56,4.6
31,Bengkulu,99,ID,1601611179,88,-3.8,102.27,24.77,4.87
32,Port Hardy,75,CA,1601611315,93,50.7,-127.42,14.0,2.19
33,Punta Arenas,0,CL,1601611264,63,-53.15,-70.92,-1.0,5.7
34,Vuktyl,98,RU,1601611526,79,63.86,57.31,8.88,3.03
35,Cherskiy,9,RU,1601611312,74,68.75,161.3,2.83,1.32
36,Lewisporte,75,CA,1601611526,87,49.25,-55.05,13.0,7.2
37,Port Lincoln,0,AU,1601611526,34,-34.73,135.87,27.29,10.14
38,Tiksi,86,RU,1601611318,94,71.69,128.87,-2.27,7.43
39,Kaitangata,91,NZ,1601611302,68,-46.28,169.85,12.22,3.13
40,Jamestown,20,US,1601611275,93,42.1,-79.24,7.78,2.48
41,Kamina,93,CD,1601611527,92,-8.74,24.99,18.68,0.8
42,Shediac,75,CA,1601611528,87,46.22,-64.54,15.0,2.6
43,La Ronge,90,CA,1601611528,65,55.1,-105.28,7.0,2.1
44,Hithadhoo,48,MV,1601611284,66,-0.6,73.08,28.53,0.93
45,Aksu,100,CN,1601611258,25,41.12,80.26,17.6,2.27
46,Hobart,75,AU,1601611202,37,-42.88,147.33,20.56,10.3
47,Port Blair,100,IN,1601611296,82,11.67,92.75,27.67,6.78
48,Haines Junction,99,CA,1601611311,76,60.75,-137.51,5.46,1.15
49,Hilo,1,US,1601611254,74,19.73,-155.09,28.0,5.7
50,Rustenburg,5,ZA,1601611530,84,-25.67,27.24,16.32,5.99
51,Provideniya,90,RU,1601611313,93,64.38,-173.3,4.0,7.0
52,Hermanus,71,ZA,1601611268,72,-34.42,19.23,13.89,2.68
53,Port Alfred,100,ZA,1601611288,72,-33.59,26.89,14.59,10.18
54,Marsaxlokk,20,MT,1601611530,94,35.84,14.54,22.78,1.5
55,Atuona,4,PF,1601611273,75,-9.8,-139.03,25.94,9.86
56,Longyearbyen,75,SJ,1601611270,93,78.22,15.64,0.0,2.1
57,Saposoa,25,PE,1601611531,73,-6.93,-76.77,21.22,1.14
58,Qaanaaq,94,GL,1601610969,81,77.48,-69.36,-8.56,2.75
59,Moree,0,AU,1601611531,18,-29.47,149.85,28.0,3.6
60,Kahului,75,US,1601611362,78,20.89,-156.47,28.0,5.7
61,Drumheller,21,CA,1601611532,59,51.46,-112.71,13.33,1.34
62,Salmo,100,CA,1601611532,86,49.2,-117.27,12.22,0.82
63,Vargem Alta,32,BR,1601611533,65,-20.67,-41.01,20.71,1.86
64,Zlobin,75,HR,1601611533,93,45.29,14.65,17.78,2.6
65,Puerto Ayora,57,EC,1601611273,87,-0.74,-90.35,19.44,1.34
66,Constitución,0,CL,1601611462,79,-35.33,-72.42,7.84,3.52
67,Port Elizabeth,90,ZA,1601611025,62,-33.92,25.57,15.0,7.2
68,Muscatine,90,US,1601611534,81,41.47,-91.13,9.44,2.1
69,Pevek,100,RU,1601611268,80,69.7,170.31,2.41,6.25
70,Tezu,96,IN,1601611535,54,27.92,96.17,30.6,0.65
71,Yulara,0,AU,1601611337,11,-25.24,130.99,36.0,7.7
72,Dunedin,77,NZ,1601611281,59,-45.87,170.5,15.0,2.24
73,Hobyo,10,SO,1601611535,80,5.35,48.53,25.94,7.14
74,Barrow,90,US,1601611273,86,71.29,-156.79,1.0,7.2
75,Tommot,99,RU,1601611385,73,58.96,126.29,4.24,3.42
76,Lagoa,100,PT,1601611350,82,39.05,-27.98,20.31,6.26
77,Ponta do Sol,75,PT,1601611364,82,32.67,-17.1,20.0,3.6
78,Pembroke,90,CA,1601611536,87,45.82,-77.12,9.0,2.1
79,Khatanga,100,RU,1601611266,95,71.97,102.5,0.28,6.59
80,Hamilton,1,US,1601611298,70,39.18,-84.53,10.56,3.6
81,Taltal,18,CL,1601611353,70,-25.4,-70.48,14.55,1.77
82,Mataura,100,NZ,1601611279,54,-46.19,168.86,15.56,4.02
83,Kapaa,1,US,1601611269,66,22.08,-159.32,29.0,4.1
84,Honningsvåg,75,NO,1601611538,87,70.98,25.97,7.0,1.5
85,Saskylakh,100,RU,1601611277,92,71.92,114.08,-2.31,10.47
86,Inhambane,84,MZ,1601611340,88,-23.86,35.38,22.24,2.28
87,Norman Wells,75,CA,1601611321,87,65.28,-126.83,6.0,1.5
88,Naze,40,JP,1601611312,66,28.37,129.48,29.0,6.2
89,Bathsheba,20,BB,1601611539,74,13.22,-59.52,28.0,6.7
90,Kawalu,62,ID,1601611379,71,-7.38,108.21,28.64,2.04
91,Anloga,20,GH,1601611539,88,5.79,0.9,25.0,2.6
92,Ashquelon,20,IL,1601611539,78,31.67,34.57,23.33,1.5
93,Cessnock,0,AU,1601611539,24,-32.83,151.35,27.78,0.45
94,Ono,20,JP,1601611412,57,34.85,134.93,27.0,2.6
95,Mahébourg,20,MU,1601611293,88,-20.41,57.7,19.0,2.1
96,Maragogi,54,BR,1601611540,83,-9.01,-35.22,23.51,4.11
97,Biltine,64,TD,1601611540,56,14.53,20.92,27.64,2.35
98,Vaitape,47,PF,1601611541,77,-16.52,-151.75,26.58,8.51
99,Drugovo,0,MK,1601611541,75,41.48,20.92,8.78,1.18
100,Debre Tabor,9,ET,1601611541,92,11.85,38.02,10.12,2.09
101,Cape Town,40,ZA,1601611281,58,-33.93,18.42,14.0,8.7
102,Hambantota,58,LK,1601611359,62,6.12,81.12,29.72,8.38
103,Samarai,95,PG,1601611333,84,-10.62,150.67,25.99,9.68
104,Klaksvík,99,FO,1601611371,93,62.23,-6.59,11.0,10.3
105,Ambilobe,1,MG,1601611536,72,-13.2,49.05,23.94,1.57
106,Yellowknife,75,CA,1601611294,81,62.46,-114.35,6.0,3.6
107,Nabire,87,ID,1601611543,65,-3.37,135.48,29.93,3.02
108,Saint-Augustin,24,CA,1601611301,90,51.23,-58.65,10.58,4.55
109,Buraidah,0,SA,1601611322,31,26.33,43.98,24.0,1.0
110,Sheregesh,92,RU,1601611543,93,52.92,87.99,2.15,0.28
111,Mezőszilas,92,HU,1601611544,99,46.81,18.48,11.67,1.34
112,Luau,100,AO,1601611544,75,-10.71,22.22,20.23,1.29
113,Say,28,NE,1601611544,74,13.1,2.37,27.0,1.0
114,Mehamn,75,NO,1601611351,100,71.04,27.85,5.0,1.0
115,Aksarka,98,RU,1601611545,89,66.56,67.8,7.88,4.94
116,Te Anau,100,NZ,1601611278,73,-45.42,167.72,11.75,4.06
117,Bredasdorp,87,ZA,1601611285,54,-34.53,20.04,15.0,9.3
118,Bambous Virieux,20,MU,1601611327,88,-20.34,57.76,24.44,2.1
119,Mikuni,20,JP,1601611408,57,36.22,136.15,24.0,2.1
120,Crotone,59,IT,1601611309,60,39.09,17.12,20.57,1.18
121,Rondonópolis,88,BR,1601611418,26,-16.47,-54.64,26.76,0.29
122,Alta Floresta,91,BR,1601611379,92,-9.88,-56.09,20.64,2.1
123,Paamiut,100,GL,1601611335,94,61.99,-49.67,2.87,25.44
124,Sørland,0,NO,1601611346,71,67.67,12.69,12.0,4.1
125,Hurghada,0,EG,1601611548,32,27.26,33.81,29.0,4.1
126,Morondava,0,MG,1601611344,82,-20.28,44.28,25.12,3.53
127,Taoudenni,0,ML,1601611548,13,22.68,-3.98,30.93,0.67
128,Leshukonskoye,70,RU,1601611548,96,64.9,45.76,5.66,2.21
129,Española,1,US,1601611549,33,35.99,-106.08,14.44,3.6
130,Tasiilaq,100,GL,1601611317,98,65.61,-37.64,0.0,14.4
131,Kysyl-Syr,15,RU,1601611549,65,63.9,122.76,3.85,3.89
132,Ketchikan,40,US,1601611306,100,55.34,-131.65,12.0,2.6
133,Khanu Woralaksaburi,88,TH,1601611389,62,16.06,99.86,32.78,1.02
134,Vaini,75,TO,1601611265,94,-21.2,-175.2,24.0,4.1
135,Esim,26,GH,1601611301,91,4.87,-2.24,23.5,2.49
136,Bereda,100,ES,1601611550,100,43.27,-7.54,12.22,4.02
137,Castro,0,BR,1601611267,47,-24.79,-50.01,21.82,0.85
138,Ust-Tsilma,100,RU,1601611550,87,65.44,52.15,8.66,3.83
139,Lyman,99,UA,1601611385,62,48.99,37.8,12.87,6.38
140,Coahuayana Viejo,9,MX,1601611551,84,18.73,-103.68,25.35,1.15
141,Yumen,100,CN,1601611271,30,40.28,97.2,12.76,5.01
142,Alibag,40,IN,1601611352,79,18.64,72.88,29.0,2.6
143,Lüderitz,1,NA,1601611268,76,-26.65,15.16,10.65,2.5
144,Pochutla,44,MX,1601611552,90,15.74,-96.47,23.33,1.79
145,Adet,54,ET,1601611552,86,11.26,37.49,12.7,1.51
146,Myitkyina,64,MM,1601611380,64,25.38,97.4,31.08,0.41
147,Saint-Philippe,3,RE,1601611307,57,-21.36,55.77,24.0,1.5
148,Ilulissat,100,GL,1601611304,64,69.22,-51.1,4.0,5.1
149,Berlevåg,75,NO,1601611324,100,70.86,29.09,5.0,1.0
150,Bichena,80,ET,1601611336,98,10.45,38.2,10.54,0.9
151,Raudeberg,42,NO,1601611553,62,61.99,5.14,14.44,5.4
152,Leningradskiy,100,RU,1601611290,94,69.38,178.42,1.79,9.51
153,Salalah,20,OM,1601611319,83,17.02,54.09,23.0,2.1
154,Charters Towers,86,AU,1601611554,17,-20.1,146.27,32.99,8.95
155,Tomatlán,0,MX,1601611554,94,19.93,-105.25,24.48,0.94
156,Gatehouse of Fleet,31,GB,1601611554,78,54.88,-4.18,6.67,2.68
157,Victor Harbor,0,AU,1601611554,25,-35.57,138.62,29.0,9.3
158,Kruisfontein,86,ZA,1601611207,80,-34.0,24.73,13.33,2.24
159,San Quintín,0,MX,1601611337,46,30.48,-115.95,25.24,3.08
160,Elliot Lake,75,CA,1601611555,70,46.38,-82.63,7.0,5.7
161,Flinders,0,AU,1601611555,44,-34.58,150.86,25.56,1.79
162,Kazachinskoye,94,RU,1601611556,78,57.7,93.28,3.64,1.98
163,Fershampenuaz,1,RU,1601611556,60,53.52,59.81,8.31,1.52
164,Gizo Government Station,40,SB,1601611342,72,-8.1,156.84,28.84,4.43
165,Saint-François,100,FR,1601611321,82,46.42,3.91,13.0,5.1
166,Manuk Mangkaw,3,PH,1601611556,65,4.8,119.85,29.35,1.71
167,Iqaluit,75,CA,1601611201,80,63.75,-68.51,-1.0,5.1
168,Kavieng,100,PG,1601611292,78,-2.57,150.8,27.77,5.78
169,Solnechnyy,27,RU,1601611557,53,50.72,136.63,13.91,1.86
170,Zaykovo,1,RU,1601611557,83,57.56,62.76,9.51,2.41
171,Broome,75,US,1601611386,81,42.25,-75.83,10.0,0.37
172,Carnarvon,50,AU,1601611304,60,-24.87,113.63,23.0,7.7
173,Altay,3,CN,1601611271,55,47.87,88.12,6.36,1.27
174,Adrar,0,MR,1601611296,19,20.5,-10.07,30.83,7.19
175,Nanortalik,100,GL,1601611296,85,60.14,-45.24,3.92,7.5
176,Kavaratti,40,IN,1601611393,78,10.57,72.64,28.0,3.1
177,‘Ewa Beach,1,US,1601611277,54,21.32,-158.01,29.0,3.1
178,Talnakh,75,RU,1601611321,100,69.49,88.4,2.0,1.0
179,Ben Gardane,100,TN,1601611561,85,33.14,11.22,24.47,1.88
180,São Filipe,100,CV,1601611275,79,14.9,-24.5,27.24,3.04
181,Rānāvāv,24,IN,1601611357,83,21.68,69.74,28.0,4.6
182,Ankang,100,CN,1601611561,21,32.68,109.02,19.44,0.45
183,Saldanha,96,ZA,1601611561,87,-33.01,17.94,11.0,3.1
184,Takoradze,46,GH,1601611562,90,4.88,-1.76,23.65,2.79
185,Chalmette,1,US,1601611562,50,29.94,-89.96,24.0,4.1
186,Benguela,100,AO,1601611562,81,-12.58,13.41,21.77,1.39
187,Coralville,1,US,1601611464,76,41.68,-91.58,9.0,4.1
188,Dzhebariki-Khaya,5,RU,1601611563,68,62.22,135.8,4.41,1.9
189,Picayune,0,US,1601611563,71,30.53,-89.68,19.44,3.05
190,Sayyan,0,YE,1601611460,30,15.17,44.32,15.0,4.55
191,Hasaki,20,JP,1601611379,53,35.73,140.83,28.33,2.6
192,Santa Cruz de la Sierra,0,BO,1601611296,69,-17.8,-63.17,26.0,3.6
193,Namatanai,100,PG,1601611564,70,-3.67,152.43,27.42,2.04
194,Mar del Plata,75,AR,1601611279,61,-38.0,-57.56,9.0,4.1
195,Geraldton,40,AU,1601610989,49,-28.77,114.6,22.0,5.1
196,Kudahuvadhoo,100,MV,1601611369,75,2.67,72.89,28.07,3.97
197,Benton Harbor,90,US,1601611565,87,42.12,-86.45,8.33,2.1
198,Ixtapa,40,MX,1601611565,78,20.7,-105.2,28.33,0.93
199,Bobo-Dioulasso,20,BF,1601611452,100,11.18,-4.3,22.0,1.5
200,Fairbanks,1,US,1601611392,58,64.84,-147.72,17.0,2.1
201,Ankara,0,TR,1601611565,71,39.92,32.85,12.22,1.0
202,Marawi,68,PH,1601611566,76,8.0,124.29,28.89,1.79
203,Hudson Bay,100,CA,1601611567,78,52.85,-102.38,3.76,1.8
204,Nishihara,40,JP,1601611281,55,26.18,127.76,30.0,5.7
205,Aksay,20,RU,1601611567,51,47.26,39.87,15.0,9.0
206,Pak Phanang,20,TH,1601611389,63,8.35,100.2,33.0,2.6
207,Sept-Îles,40,CA,1601611375,100,50.2,-66.38,5.0,2.1
208,Bilma,0,NE,1601611568,15,18.69,12.92,28.62,1.96
209,Esperance,40,AU,1601611211,56,-33.87,121.9,21.0,4.6
210,Coquimbo,1,CL,1601611385,87,-29.95,-71.34,10.0,1.5
211,Boca do Acre,47,BR,1601611568,94,-8.75,-67.4,23.09,1.69
212,Boquira,0,BR,1601611568,72,-12.82,-42.73,21.15,3.5
213,Pitimbu,75,BR,1601611569,88,-7.47,-34.81,24.0,2.6
214,Oranjemund,0,NA,1601611365,84,-28.55,16.43,12.16,5.19
215,Mount Gambier,0,AU,1601611265,44,-37.83,140.77,25.0,7.2
216,Asău,97,RO,1601611312,97,46.43,26.4,6.67,2.06
217,Avarua,0,CK,1601610974,83,-21.21,-159.78,26.0,6.7
218,Lompoc,1,US,1601611311,40,34.64,-120.46,23.33,2.1
219,Hong Kong,29,HK,1601611127,73,22.29,114.16,28.89,1.34
220,Kyren,100,RU,1601611570,73,51.68,102.14,2.59,1.1
221,Loncoche,90,CL,1601611570,93,-39.37,-72.63,7.0,2.1
222,Kisi,21,NG,1601611571,98,9.08,3.85,21.05,2.16
223,Ribeira Grande,91,PT,1601611274,83,38.52,-28.7,20.13,6.7
224,Katsuura,20,JP,1601611369,73,35.13,140.3,28.33,3.1
225,General Roca,40,AR,1601611504,45,-39.03,-67.58,8.0,5.7
226,Östersund,98,SE,1601611571,93,63.18,14.64,8.0,4.6
227,Methóni,20,GR,1601611320,87,36.82,21.7,20.56,1.5
228,Pimenta Bueno,18,BR,1601611422,57,-11.67,-61.19,25.29,1.74
229,Pandan Niog,12,PH,1601611572,68,6.23,120.56,28.9,1.58
230,Teya,87,RU,1601611363,79,60.38,92.63,2.65,1.86
231,Grafton,1,US,1601611473,66,42.21,-71.69,14.44,2.6
232,Camargo,0,MX,1601611511,28,27.67,-105.17,20.71,4.49
233,Mutsu,75,JP,1601611573,72,41.29,141.22,20.0,2.1
234,Severo-Kuril'sk,100,RU,1601611329,77,50.68,156.12,10.35,4.01
235,Great Falls,1,US,1601611330,37,47.5,-111.3,15.0,4.1
236,Bosaso,47,SO,1601611573,64,11.28,49.18,29.12,2.89
237,Airai,5,TL,1601611284,45,-8.93,125.41,25.88,3.3
238,Lorengau,100,PG,1601611333,88,-2.02,147.27,25.68,4.0
239,Mithi,0,PK,1601611574,46,24.73,69.8,31.73,5.35
240,George Town,20,MY,1601611089,83,5.41,100.34,26.0,3.1
241,Reinosa,100,ES,1601611574,96,43.0,-4.14,13.89,4.92
242,Arraial do Cabo,0,BR,1601611340,88,-22.97,-42.03,23.1,11.0
243,Brookings,1,US,1601611479,69,44.31,-96.8,3.0,2.27
244,Turukhansk,100,RU,1601611575,97,65.82,87.98,4.21,6.36
245,Mhlume,99,SZ,1601611575,88,-26.03,31.85,17.22,1.34
246,São João da Barra,8,BR,1601611304,84,-21.64,-41.05,23.39,8.72
247,Kaeo,80,NZ,1601611576,65,-35.1,173.78,16.11,1.79
248,Vanderhoof,21,CA,1601611576,81,54.02,-124.02,12.63,0.62
249,Ocala,1,US,1601611576,93,29.19,-82.14,18.33,2.1
250,Cabedelo,75,BR,1601611305,88,-6.98,-34.83,24.0,2.6
251,Ternate,100,ID,1601611325,72,0.8,127.4,29.3,3.07
252,Bima,52,ID,1601611534,38,-8.47,118.72,35.88,1.78
253,Durango,0,MX,1601611497,45,24.83,-104.83,11.32,0.95
254,Mortka,89,RU,1601611577,81,59.33,66.02,9.62,2.95
255,Tuatapere,100,NZ,1601611303,54,-46.13,167.68,15.56,4.02
256,Lebu,2,CL,1601611353,83,-37.62,-73.65,7.35,2.84
257,Port Augusta,0,AU,1601611578,19,-32.5,137.77,33.0,10.8
258,Pedasí,97,PA,1601611579,83,7.53,-80.03,25.91,1.8
259,Chui,0,UY,1601611290,80,-33.7,-53.46,12.09,4.0
260,Honiara,40,SB,1601611579,59,-9.43,159.95,32.0,4.6
261,Hartselle,1,US,1601611579,87,34.44,-86.94,13.33,3.33
262,Souillac,20,MU,1601611347,88,-20.52,57.52,19.0,2.1
263,Tazmalt,11,DZ,1601611580,88,36.39,4.4,18.0,4.1
264,Saint-Joseph,1,RE,1601611389,57,-21.37,55.62,24.0,1.5
265,Padang,100,ID,1601611500,84,-0.95,100.35,25.29,2.41
266,Honolulu,75,US,1601611333,58,21.31,-157.86,29.0,3.6
267,Sabang,90,ID,1601611468,77,5.89,95.32,28.49,8.99
268,Khovd,72,MN,1601611581,74,48.01,91.64,1.71,4.22
269,Shingū,40,JP,1601611581,65,33.73,135.98,25.0,2.1
270,Teseney,92,ER,1601611581,68,15.11,36.66,25.65,2.42
271,Katherine,11,AU,1601611319,17,-14.47,132.27,38.0,8.7
272,Columbia,1,US,1601611581,88,34.0,-81.03,18.0,3.7
273,Lata,100,PT,1601611360,95,40.16,-8.33,17.78,5.36
274,Agrestina,64,BR,1601611582,95,-8.46,-35.94,18.11,2.06
275,Loves Park,90,US,1601611582,81,42.32,-89.06,9.0,2.6
276,Vardø,75,NO,1601611357,81,70.37,31.11,7.0,1.5
277,Zhengjiatun,0,CN,1601611313,46,43.51,123.51,16.28,7.66
278,Kontariótissa,0,GR,1601611583,77,40.23,22.46,14.44,0.45
279,Palmer,75,US,1601611307,100,42.16,-72.33,10.0,0.5
280,Lavrentiya,100,RU,1601611265,88,65.58,-171.0,3.54,5.34
281,Mujiayingzi,0,CN,1601611436,38,42.12,118.78,13.43,5.83
282,Kenai,90,US,1601611584,58,60.55,-151.26,12.0,5.1
283,Saint Anthony,75,US,1601611268,65,45.02,-93.22,7.22,2.1
284,Tortolì,5,IT,1601611584,77,39.93,9.66,17.22,9.3
285,San Juan,0,AR,1601611296,39,-31.54,-68.54,11.53,4.74
286,Tahe,100,CN,1601611384,68,52.33,124.73,9.8,4.0
287,Codrington,0,AU,1601611306,66,-38.27,141.97,22.99,6.28
288,Egvekinot,100,RU,1601611585,86,66.32,-179.17,1.72,5.87
289,Beringovskiy,100,RU,1601611585,89,63.05,179.32,4.4,12.57
290,Juneau,20,US,1601611585,87,58.3,-134.42,10.0,1.93
291,Marabá,15,BR,1601611426,75,-5.37,-49.12,24.43,1.29
292,Llanes,100,ES,1601611586,78,43.42,-4.75,14.44,12.11
293,Manaure,77,CO,1601611586,75,11.78,-72.44,28.58,5.85
294,Xunchang,100,CN,1601611586,92,28.45,104.72,19.52,0.92
295,Matara,90,LK,1601611301,70,5.95,80.54,28.83,5.57
296,Sitka,75,US,1601611049,87,57.05,-135.33,12.0,1.5
297,San Cristobal,55,VE,1601611297,91,7.77,-72.22,18.73,0.63
298,Ossora,52,RU,1601611588,62,59.24,163.07,8.96,7.66
299,Necochea,1,AR,1601611322,75,-38.55,-58.74,7.78,2.24
300,Tall Kayf,0,TR,1601611589,48,37.08,41.07,19.0,1.5
301,Tuy Hoa,100,VN,1601611590,67,13.08,109.3,30.75,2.35
302,Chu,80,KZ,1601611394,83,43.6,73.76,10.56,0.89
303,Rio Grande,98,BR,1601611590,97,-32.03,-52.1,18.33,0.45
304,Irtyshskiy,0,RU,1601611590,86,58.33,68.13,9.62,3.08
305,Kieta,24,PG,1601611591,66,-6.22,155.63,28.61,1.57
306,Isangel,90,VU,1601611591,88,-19.55,169.27,23.0,5.1
307,Barcelos,75,PT,1601611290,93,41.54,-8.62,17.0,4.6
308,Henties Bay,0,NA,1601611367,77,-22.12,14.28,8.89,0.45
309,Taicheng,82,CN,1601611455,36,38.73,113.23,13.58,3.34
310,Neustrelitz,100,DE,1601611440,98,53.37,13.08,13.33,3.35
311,City of San Pedro,75,PH,1601611593,74,14.35,121.02,31.0,2.1
312,Labuhan,0,ID,1601611372,53,-6.88,112.21,31.68,2.59
313,Harper,94,LR,1601611593,89,4.38,-7.72,24.5,4.11
314,Guerrero Negro,0,MX,1601611345,52,27.98,-114.06,26.07,4.71
315,Arauca,97,CO,1601611594,86,7.08,-70.76,23.62,0.41
316,Camacha,40,PT,1601611594,77,33.08,-16.33,21.0,5.1
317,Aklavik,40,CA,1601611337,86,68.22,-135.01,5.0,3.1
318,Chumikan,35,RU,1601611594,66,54.72,135.31,11.46,5.22
319,Upata,70,VE,1601611595,98,8.01,-62.4,21.75,1.74
320,Gobabis,0,NA,1601611394,52,-22.45,18.97,7.01,4.21
321,Thunder Bay,90,CA,1601611299,85,48.4,-89.32,3.33,2.6
322,Portland,75,US,1601611038,77,45.52,-122.68,20.0,2.1
323,Sola,75,VU,1601611269,74,-13.88,167.55,31.0,2.6
324,Panguna,31,PG,1601611596,60,-6.32,155.48,27.33,1.94
325,Divo,100,CI,1601611431,99,5.84,-5.36,22.13,1.66
326,San Fernando,75,PH,1601611596,74,15.03,120.69,31.0,1.0
327,Iberia,1,US,1601611596,72,29.95,-91.75,21.0,1.5
