,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
328,Cabimas,79,VE,1601611597,80,10.39,-71.44,28.1,5.68
329,Kununurra,75,AU,1601611361,32,-15.77,128.73,35.0,4.1
330,Dom Pedrito,95,BR,1601611426,96,-30.98,-54.67,17.4,5.91
331,Il’inskiy,85,RU,1601611597,80,55.62,38.12,11.11,3.0
332,Makat,0,KZ,1601611598,34,47.65,53.35,13.98,4.31
333,Kyra,100,RU,1601611598,70,49.58,111.98,2.51,6.08
334,Fortuna,1,US,1601611070,100,40.6,-124.16,14.0,1.5
335,Biankouma,100,CI,1601611431,94,7.74,-7.61,19.94,0.53
336,Bījār,0,IR,1601611365,44,35.87,47.61,14.54,1.86
337,Atar,0,MR,1601611501,24,20.52,-13.05,30.56,4.78
338,Yangi Marg`ilon,90,UZ,1601611279,54,40.43,71.72,14.0,1.0
339,Komsomol'skoye,2,RU,1601611600,78,55.26,47.55,10.49,0.64
340,Atasū,3,KZ,1601611600,52,48.68,71.64,9.15,4.58
341,Kabinda,100,CD,1601611600,92,-6.13,24.48,20.34,0.96
342,Vila Velha,75,BR,1601611349,78,-20.33,-40.29,25.0,5.7
343,San Lorenzo,0,PY,1601611536,35,-25.33,-57.53,32.0,4.6
344,Penzance,100,GB,1601611601,93,50.12,-5.54,9.0,6.2
345,Stabat,99,ID,1601611465,84,3.76,98.45,27.08,0.65
346,Melville,90,US,1601611602,63,40.79,-73.42,18.33,2.1
347,Fort Nelson,20,CA,1601611602,64,58.81,-122.7,14.0,1.5
348,College,75,US,1601611602,59,64.86,-147.8,17.0,2.6
349,Khoy,7,IR,1601611365,50,38.55,44.95,16.81,0.52
350,Filingué,4,NE,1601611602,58,14.35,3.32,28.53,5.63
351,Forestville,75,US,1601611603,100,38.85,-76.88,15.56,1.5
352,Valparaíso,0,CL,1601611331,81,-33.04,-71.63,8.16,4.06
353,Cockburn Town,63,TC,1601611282,79,21.46,-71.14,29.04,10.09
354,Yatou,82,CN,1601611603,57,37.15,122.38,21.82,2.53
355,Lumeje,59,AO,1601611603,71,-11.55,20.78,20.96,2.0
356,Abnūb,0,EG,1601611449,60,27.27,31.15,24.0,4.1
357,Bushehr,0,IR,1601611604,65,28.97,50.84,28.0,1.33
358,Den Helder,90,NL,1601611604,93,52.96,4.76,10.0,3.1
359,Udachny,0,RU,1601611604,62,66.42,112.4,-4.0,3.0
360,Pitsunda,90,GE,1601611604,82,43.16,40.34,18.0,7.0
361,Colac,0,AU,1601611605,63,-38.33,143.58,25.0,2.24
362,Nueva Loja,0,EC,1601611605,91,0.08,-76.88,21.15,1.15
363,Sylacauga,75,US,1601611605,55,33.17,-86.25,16.0,2.14
364,Pierre,1,US,1601611605,65,44.37,-100.35,5.0,2.6
365,Alekseyevka,99,RU,1601611606,47,50.63,38.69,13.04,6.04
366,Barabash,75,RU,1601611606,93,43.2,131.48,13.0,4.0
367,Mormugao,75,IN,1601611358,78,15.4,73.8,28.0,2.1
368,Los Llanos de Aridane,90,ES,1601611404,60,28.66,-17.92,23.0,6.2
369,Margate,100,GB,1601611333,82,51.38,1.39,15.56,2.24
370,Ahipara,96,NZ,1601611357,59,-35.17,173.17,16.2,2.46
371,Stornoway,100,GB,1601611106,100,58.21,-6.39,11.11,2.6
372,San Ramon,75,US,1601611333,42,37.78,-121.98,27.0,1.46
373,Poum,100,NC,1601611317,66,-20.23,164.02,22.75,4.59
374,Xiangxiang,46,CN,1601611608,69,27.73,112.53,27.69,1.57
375,Mbanza-Ngungu,94,CD,1601611382,84,-5.25,14.87,20.96,3.33
376,Laguna,1,US,1601611163,50,38.42,-121.42,26.11,1.9
377,North Bend,90,US,1601611383,100,43.41,-124.22,15.56,4.1
378,Saint George,1,US,1601611339,7,37.1,-113.58,29.0,5.1
379,Dutlwe,11,BW,1601611609,33,-23.98,23.9,13.35,3.35
380,Bengbu,68,CN,1601611541,53,32.94,117.36,27.28,2.55
381,Araouane,0,ML,1601611609,27,18.9,-3.53,33.68,3.58
382,Senneterre,90,CA,1601611609,86,48.38,-77.23,4.0,2.6
383,Havøysund,75,NO,1601611609,87,71.0,24.66,8.0,1.5
384,Broken Hill,0,AU,1601611610,24,-31.95,141.43,28.0,6.7
385,Kampot,40,KH,1601611610,74,10.62,104.18,30.0,5.1
386,Grande Rivière Noire,20,MU,1601611611,88,-20.36,57.37,24.44,2.1
387,Jackson,1,US,1601611611,24,42.42,-122.83,28.0,0.37
388,Port-Cartier,40,CA,1601611611,100,50.03,-66.87,5.0,2.1
389,Kiryat Gat,20,IL,1601611366,78,31.61,34.76,23.33,1.5
390,Rebrikha,0,RU,1601611612,68,53.07,82.34,6.14,2.16
391,Meulaboh,96,ID,1601611269,76,4.14,96.13,28.21,3.63
392,Makakilo City,1,US,1601611612,54,21.35,-158.09,29.0,3.1
393,Mugumu,0,TZ,1601611337,69,-1.85,34.7,16.62,1.86
394,Mount Isa,0,AU,1601611116,17,-20.73,139.5,35.0,4.1
395,Baykit,96,RU,1601611413,79,61.67,96.37,2.37,2.09
396,Glace Bay,40,CA,1601611613,87,46.2,-59.96,12.78,3.1
397,Hualmay,32,PE,1601611327,85,-11.1,-77.61,16.31,4.25
398,Illela,13,NG,1601611613,69,13.73,5.3,27.01,4.74
399,Arinos,2,BR,1601611613,33,-15.92,-46.11,22.44,0.74
400,Flin Flon,100,CA,1601611614,79,54.77,-101.86,3.05,2.02
401,Cabo San Lucas,5,MX,1601611304,66,22.89,-109.91,29.0,1.5
402,Porto-Novo,40,BJ,1601611615,88,6.5,2.6,26.0,4.1
403,Nhulunbuy,75,AU,1601611351,48,-12.23,136.77,31.0,7.7
404,Mackenzie,1,CA,1601611615,81,55.3,-123.17,11.0,0.78
405,Osorno,69,CL,1601611462,75,-40.57,-73.15,6.0,1.5
406,Pombas,40,CV,1601611615,83,17.15,-25.02,26.0,10.3
407,Aberdeen,88,GB,1601611347,93,57.14,-2.1,9.0,2.1
408,Sinjār,19,IQ,1601611616,42,36.32,41.88,22.3,1.34
409,General Pico,0,AR,1601611616,54,-35.66,-63.76,7.81,2.0
410,Alofi,75,NU,1601611542,83,-19.06,-169.92,27.0,2.1
411,Ponta Delgada,75,PT,1601611012,77,37.73,-25.67,20.0,3.1
412,Sangmélima,100,CM,1601611451,99,2.93,11.98,18.55,0.92
413,Livingstone,52,ZM,1601611544,37,-17.84,25.85,22.91,0.66
414,Nanning,90,CN,1601611574,83,22.82,108.32,27.0,3.0
415,Macamic,75,CA,1601611617,80,48.75,-79.0,4.0,2.1
416,Ystad,40,SE,1601611335,87,55.43,13.82,14.44,5.1
417,Vasto,47,IT,1601611491,93,42.12,14.71,12.0,2.1
418,Yazd,40,IR,1601611618,28,31.9,54.37,20.0,2.1
419,Vostok,98,RU,1601611384,56,46.49,135.88,12.79,2.59
420,Yar-Sale,95,RU,1601611618,83,66.83,70.83,7.8,6.14
421,Itarema,29,BR,1601611356,81,-2.92,-39.92,25.89,8.07
422,Lokosovo,90,RU,1601611619,84,61.13,74.82,8.49,3.81
423,Aquiraz,40,BR,1601611419,78,-3.9,-38.39,26.0,5.1
424,Cuamba,1,MZ,1601611619,53,-14.8,36.54,20.13,2.15
425,Jaisinghnagar,45,IN,1601611353,58,23.7,81.38,26.71,2.3
426,Kupang,20,ID,1601611620,36,-10.17,123.58,35.0,8.2
427,Tocache,6,PE,1601611620,76,-8.18,-76.51,20.77,0.1
428,Port Shepstone,99,ZA,1601611322,75,-30.74,30.45,15.92,4.27
429,Cidreira,56,BR,1601611299,87,-30.18,-50.21,19.55,5.12
430,Huayucachi,47,PE,1601611620,67,-12.13,-75.23,11.12,1.06
431,Petropavlovsk-Kamchatskiy,11,RU,1601611621,54,53.05,158.65,14.0,6.0
432,Tunoshna,65,RU,1601611621,100,57.55,40.13,3.0,1.0
433,Junnar,90,IN,1601611352,76,19.2,73.88,24.55,2.43
434,Yeppoon,3,AU,1601611384,35,-23.13,150.73,31.0,5.1
435,Abbeville,100,FR,1601611622,67,50.1,1.83,10.56,10.01
436,Falmouth,100,GB,1601611622,93,50.15,-5.07,9.0,6.2
437,Ibrā’,0,OM,1601611504,25,22.69,58.53,30.76,1.01
438,Balvi,91,LV,1601611622,76,57.13,27.27,8.7,3.47
439,Comodoro Rivadavia,20,AR,1601611623,69,-45.87,-67.5,1.0,3.1
440,Talcahuano,0,CL,1601611462,87,-36.72,-73.12,8.0,3.6
441,Madison Heights,90,US,1601611623,93,42.49,-83.11,10.0,4.1
442,Nānākuli,1,US,1601611439,54,21.39,-158.15,29.0,3.1
443,Ouadda,52,CF,1601611624,92,8.08,22.4,19.51,0.81
444,Ostrovnoy,100,RU,1601611265,91,68.05,39.51,8.47,7.59
445,Tateyama,20,JP,1601611624,64,34.98,139.87,25.0,5.1
446,Touros,75,BR,1601611624,83,-5.2,-35.46,24.0,2.6
447,Villers-le-Bouillet,96,BE,1601611624,93,50.58,5.26,9.44,3.1
448,Port Hedland,94,AU,1601611625,10,-20.32,118.57,39.0,6.7
449,Arroyo de la Encomienda,90,ES,1601611625,93,41.61,-4.8,12.78,12.9
450,Jaguariaíva,38,BR,1601611625,44,-24.25,-49.71,23.11,1.56
451,Prince Rupert,40,CA,1601611319,100,54.32,-130.32,12.0,1.5
452,Upington,0,ZA,1601611626,45,-28.45,21.26,7.0,3.1
453,Petersburg,75,US,1601611626,82,37.23,-77.4,17.0,3.6
454,Ubari,0,LY,1601611626,26,26.59,12.78,22.78,1.22
455,Bethel,90,US,1601611287,82,41.37,-73.41,14.44,1.79
456,Zhigansk,93,RU,1601611354,82,66.77,123.37,1.42,7.06
457,Douglas,1,US,1601611627,57,41.3,-96.17,9.0,1.11
458,Aykhal,0,RU,1601611369,62,66.0,111.5,-4.0,3.0
459,Faanui,47,PF,1601611314,78,-16.48,-151.75,26.11,8.5
460,Zyryanka,100,RU,1601611324,54,65.75,150.85,7.77,4.84
461,Portales,1,US,1601611628,30,34.19,-103.33,15.0,5.7
462,Port-Gentil,64,GA,1601611504,80,-0.72,8.78,24.72,4.47
463,Balikpapan,75,ID,1601611228,83,-1.27,116.83,28.0,4.1
464,Luena,70,AO,1601611452,81,-11.78,19.92,18.1,1.91
465,Rāpar,0,IN,1601611628,67,23.57,70.63,29.26,5.42
466,Pisco,4,PE,1601611266,82,-13.7,-76.22,17.0,4.6
467,Soyo,78,AO,1601611629,83,-6.13,12.37,23.65,3.1
468,Half Moon Bay,75,US,1601611630,69,37.46,-122.43,24.0,1.38
469,Dali,74,CN,1601611630,55,25.7,100.18,23.9,2.1
470,Khambhāliya,0,IN,1601611358,83,22.21,69.67,28.0,4.6
471,Jacmel,33,HT,1601611462,69,18.23,-72.53,28.0,4.1
472,Veliki Trnovac,0,RS,1601611631,92,42.48,21.74,6.67,0.54
473,Tombouctou,0,ML,1601611631,25,20.0,-3.0,32.76,3.25
474,Tsiroanomandidy,2,MG,1601611536,52,-18.77,46.03,23.67,0.4
475,Morón,17,AR,1601611632,62,-34.65,-58.62,12.78,8.2
476,Laas,90,IT,1601611321,100,46.62,10.7,13.33,5.1
477,Klishkivtsi,83,UA,1601611633,93,48.43,26.26,11.11,1.34
478,Kindu,95,CD,1601611633,95,-2.95,25.95,20.09,0.85
479,Chiredzi,48,ZW,1601611633,82,-21.05,31.67,20.76,4.86
480,Umluj,0,SA,1601611291,62,25.02,37.27,27.5,2.05
481,Maniitsoq,100,GL,1601611633,72,65.42,-52.9,4.34,10.05
482,Blacksburg,90,US,1601611634,58,37.23,-80.41,14.0,1.5
483,Taunggyi,2,MM,1601611380,76,20.78,97.03,25.33,0.78
484,Willowmore,100,ZA,1601611634,82,-33.29,23.49,7.82,11.86
485,Manavālakurichi,40,IN,1601611624,79,8.13,77.3,29.0,3.1
486,Wau,4,SS,1601611380,88,7.7,28.0,21.64,0.9
487,Port Macquarie,4,AU,1601611438,50,-31.43,152.92,26.67,0.89
488,Gamboula,100,CF,1601611635,98,4.12,15.14,18.56,0.18
489,San Patricio,0,MX,1601611367,86,19.22,-104.7,26.18,2.44
490,Mitsamiouli,59,KM,1601611635,79,-11.38,43.28,25.83,4.96
491,Nouadhibou,0,MR,1601611636,78,20.93,-17.03,22.0,8.7
492,Byron Bay,0,AU,1601611636,73,-28.65,153.62,25.56,6.7
493,Kuna,8,US,1601611636,59,43.49,-116.42,20.0,1.16
494,Province of Mantua,100,IT,1601611636,94,45.17,10.78,15.56,3.58
495,Chifeng,0,CN,1601611636,36,42.27,118.96,14.39,7.7
496,Lincoln,1,US,1601611637,61,40.8,-96.67,8.0,1.8
497,Brenes,100,ES,1601611637,63,37.55,-5.87,18.0,4.1
498,Mahajanga,20,MG,1601611637,94,-15.72,46.32,23.0,2.1
499,Rantoul,75,US,1601611637,100,40.31,-88.16,6.11,1.5
500,Conceição das Alagoas,3,BR,1601611424,26,-19.91,-48.39,28.57,3.57
501,Konëvo,73,RU,1601611638,94,62.12,39.32,6.89,1.05
502,Zonguldak,0,TR,1601611638,75,41.25,31.83,11.05,1.96
503,Molokovo,83,RU,1601611639,78,58.17,36.76,7.76,2.67
504,Itapirapuã,10,BR,1601611639,22,-15.82,-50.61,27.14,1.47
505,Morant Bay,40,JM,1601611369,88,17.88,-76.41,27.0,4.1
506,Rocha,0,UY,1601611640,79,-34.48,-54.33,9.98,4.33
507,Ta Khmau,40,KH,1601611501,74,11.48,104.95,30.0,1.5
508,Tessalit,0,ML,1601611354,26,20.2,1.01,31.06,5.84
509,Ugoofaaru,49,MV,1601611640,73,5.67,73.0,27.9,4.15
510,Morozovsk,80,RU,1601611640,49,48.35,41.83,12.63,6.81
511,Gubkinskiy,100,RU,1601611518,80,64.43,76.5,7.55,5.33
512,Zhanakorgan,0,KZ,1601611641,29,43.91,67.25,16.91,2.74
513,Sindi,40,IN,1601611642,54,20.8,78.87,29.0,1.0
514,Koyelga,31,RU,1601611642,73,54.65,60.9,9.08,2.63
515,Vao,8,NC,1601611264,70,-22.67,167.48,21.26,5.78
516,Champerico,100,GT,1601611642,96,14.3,-91.92,19.44,1.75
517,Klichka,99,RU,1601611643,79,50.45,118.0,6.37,3.4
518,Dwārka,9,IN,1601611643,70,22.24,68.97,28.73,4.55
519,West Wendover,1,US,1601611643,24,40.74,-114.07,15.0,2.6
520,Verkhoyansk,1,RU,1601611644,72,67.54,133.38,1.77,3.59
521,Ocampo,0,MX,1601611644,58,21.65,-101.5,9.0,3.92
522,Ambon City,20,ID,1601611644,62,-3.7,128.18,31.0,5.1
523,Myaundzha,20,RU,1601611644,60,63.05,147.19,4.72,1.72
524,Tobias Barreto,46,BR,1601611645,94,-11.18,-38.0,19.19,2.0
525,Katiola,90,CI,1601611645,100,8.13,-5.1,22.0,3.1
526,Nouakchott,4,MR,1601611645,28,18.09,-15.98,30.0,6.7
527,Çubuk,0,TR,1601611645,70,40.24,33.03,12.22,2.1
528,Sikonge,0,TZ,1601611646,68,-5.63,32.77,19.0,2.07
529,Kampong Thom,62,KH,1601611646,65,12.71,104.89,32.2,1.03
530,Huaidian,100,CN,1601611433,91,33.43,115.03,18.14,6.02
531,Fallon,1,US,1601611646,18,39.47,-118.78,21.67,4.1
532,Mazamari,63,PE,1601611646,67,-11.33,-74.53,21.49,0.74
533,Mahon,90,ES,1601611404,88,39.89,4.27,22.0,7.7
534,São Miguel do Araguaia,42,BR,1601611647,28,-13.28,-50.16,27.79,2.02
535,Manono,35,CD,1601611647,89,-7.3,27.42,20.63,0.95
536,Acheng,40,CN,1601611647,67,45.55,126.98,16.67,6.0
537,Helena,1,US,1601611648,44,46.59,-112.04,16.0,2.25
538,Sabha,0,LY,1601611429,32,27.04,14.43,24.89,2.61
539,Ballina,0,AU,1601611339,73,-28.87,153.57,26.0,6.7
540,Berbera,1,SO,1601611649,69,10.44,45.01,30.29,3.79
541,Chapais,1,CA,1601611314,93,49.78,-74.85,2.0,2.1
542,Yulin,25,CN,1601611585,75,22.63,110.15,29.64,2.72
543,Bushenyi,0,UG,1601611649,92,-0.59,30.21,14.53,0.36
544,Barra,15,BR,1601611650,61,-11.09,-43.14,23.63,3.57
545,Vila do Maio,65,CV,1601611650,78,15.13,-23.22,26.0,5.7
546,Bosobolo,88,CD,1601611650,97,4.18,19.9,20.01,0.64
547,Kristinestad,100,FI,1601611651,87,62.27,21.38,10.07,4.04
548,Vestmannaeyjar,0,IS,1601611651,70,63.44,-20.27,6.77,2.11
549,Santa Fe,3,AR,1601611308,52,-31.63,-60.7,13.65,4.87
550,Colares,100,PT,1601611651,98,38.8,-9.45,19.44,10.21
551,Kimbe,100,PG,1601611501,88,-5.55,150.14,24.56,1.64
552,Dingle,58,PH,1601611652,74,11.0,122.67,30.39,2.66
553,Uribia,77,CO,1601611652,73,11.71,-72.27,28.33,5.3
554,Oranjestad,20,AW,1601611652,78,12.52,-70.03,28.0,5.7
555,Lima,90,PE,1601611491,82,-12.04,-77.03,17.0,5.7
556,Skowhegan,3,US,1601611652,94,44.77,-69.72,12.22,0.88
557,Polyarny,75,RU,1601611653,93,69.2,33.45,7.0,3.0
558,Banjar,59,ID,1601611653,49,-8.19,114.97,32.99,1.73
559,Urubamba,64,PE,1601611653,60,-13.3,-72.12,13.23,1.3
560,Conway,75,US,1601611394,87,35.09,-92.44,15.0,2.99
561,Macenta,100,GN,1601611653,98,8.54,-9.47,20.2,1.13
562,Arman',0,RU,1601611389,57,59.7,150.17,10.51,2.64
563,Bonavista,97,CA,1601611372,78,48.65,-53.11,15.0,1.79
564,Dauriya,100,RU,1601611654,68,49.93,116.87,7.93,4.48
565,Richards Bay,86,ZA,1601611266,77,-28.78,32.04,17.24,3.86
566,Antalaha,35,MG,1601611323,82,-14.9,50.28,22.84,2.04
567,Novoagansk,89,RU,1601611323,85,61.94,76.66,8.38,4.19
568,São Joaquim,89,BR,1601611419,70,-28.29,-49.93,17.23,2.03
569,Mahon,90,ES,1601611655,88,39.89,4.27,22.0,7.7
570,Luanda,20,AO,1601611475,88,-8.84,13.23,22.0,2.1
571,Vanimo,99,PG,1601611656,69,-2.67,141.3,28.46,6.26
572,Yaan,98,NG,1601611365,98,7.38,8.57,22.17,2.35
573,Borba,97,BR,1601611656,85,-4.39,-59.59,23.52,0.94
574,Qaqortoq,100,GL,1601611656,90,60.72,-46.03,4.0,7.7
575,Iasmos,0,GR,1601611656,85,41.13,25.18,15.0,1.52
576,Maceió,75,BR,1601611657,88,-9.67,-35.74,23.0,0.5
577,Alanya,20,TR,1601611431,93,36.54,32.0,16.0,2.1
578,Vieste,20,IT,1601611657,87,41.88,16.18,15.56,1.0
579,Pangnirtung,23,CA,1601611336,85,66.15,-65.71,-4.36,2.87
580,Dormidontovka,100,RU,1601611657,55,47.77,134.91,15.8,3.87
581,Yerbogachën,0,RU,1601611351,76,61.28,108.01,2.21,3.06
582,Omboué,76,GA,1601611658,83,-1.57,9.26,23.48,2.14
583,Hokitika,91,NZ,1601611658,78,-42.72,170.97,12.29,3.56
584,Cáchira,99,CO,1601611658,91,7.74,-73.05,13.75,1.28
585,Monte Aprazível,68,BR,1601611659,26,-20.77,-49.71,27.9,3.33
586,Fruitvale,1,US,1601611659,16,39.08,-108.5,17.0,1.5
587,Abu Dhabi,0,AE,1601610958,39,24.47,54.37,29.0,1.5
588,Mayo,90,US,1601611319,100,38.89,-76.51,15.0,2.6
589,Karachi,40,PK,1601611315,78,24.91,67.08,28.0,4.6
590,Falun,36,SE,1601611660,93,60.6,15.63,11.0,2.1
591,Luanda,20,AO,1601611475,88,-8.84,13.23,22.0,2.1
592,Luoyang,100,CN,1601611645,75,34.68,112.45,14.5,3.55
593,Aban,61,RU,1601611661,84,56.67,96.06,2.1,2.71
594,Kumul,98,CN,1601611661,29,42.8,93.45,14.55,6.01
595,Chino Valley,1,US,1601611661,15,34.76,-112.45,23.0,4.1
596,Shimoda,20,JP,1601611203,64,34.67,138.95,23.0,5.1
597,Biak,82,ID,1601611380,65,-0.91,122.88,29.43,4.56
598,Rome,40,US,1601611662,87,43.21,-75.46,9.0,0.46
599,Tual,83,ID,1601611349,77,-5.67,132.75,27.58,8.48
600,Birjand,0,IR,1601611662,43,32.87,59.22,10.0,0.73
601,Tevaitoa,10,PF,1601611322,76,-16.78,-151.5,26.6,8.86
602,Adeje,20,ES,1601611663,73,28.12,-16.73,23.33,5.1
603,Lixouri,75,GR,1601611391,93,38.2,20.43,17.0,1.0
604,Bacolod City,51,PH,1601611616,69,10.67,122.95,30.47,3.64
605,Vila Franca do Campo,75,PT,1601611282,77,37.72,-25.43,20.0,3.1
606,Kulhudhuffushi,11,MV,1601611665,74,6.62,73.07,27.82,4.37
607,Camocim,20,BR,1601611419,84,-2.9,-40.84,24.99,6.03
608,Priiskovyy,100,RU,1601611665,76,51.93,116.63,7.74,1.98
609,Ronneby,1,SE,1601611666,100,56.21,15.28,13.0,4.6
610,Ribeira Brava,75,PT,1601611666,82,32.65,-17.07,20.0,3.6
611,Salinópolis,93,BR,1601611666,84,-0.61,-47.36,25.59,4.14
612,Kunming,75,CN,1601611479,82,25.04,102.72,23.89,7.0
613,Hoquiam,90,US,1601611666,93,46.98,-123.89,14.44,0.96
614,Lodja,97,CD,1601611382,98,-3.48,23.43,21.22,0.55
615,Toora-Khem,76,RU,1601611667,77,52.47,96.11,1.31,3.05
616,Tamiahua,56,MX,1601611667,70,21.27,-97.45,20.96,3.16
617,San Policarpo,42,PH,1601611389,70,12.18,125.51,30.18,2.3
618,Waipawa,4,NZ,1601611333,67,-41.41,175.52,14.0,12.3
619,Tura,98,IN,1601611299,78,25.52,90.22,29.01,0.73
620,Nampula,0,MZ,1601611668,94,-15.12,39.27,20.0,3.1
621,Nizhneangarsk,78,RU,1601611668,67,55.78,109.55,2.48,3.04
622,Mogocha,100,RU,1601611668,79,53.73,119.77,7.8,3.86
623,Sioux Lookout,90,CA,1601611325,64,50.1,-91.92,2.0,1.92
624,Quatre Cocos,20,MU,1601611289,88,-20.21,57.76,24.44,2.1
625,Carutapera,48,BR,1601611307,85,-1.2,-46.02,25.05,3.5
626,Hayvoron,98,UA,1601611669,92,48.34,29.87,12.72,3.45
627,Stromness,100,GB,1601611669,93,58.97,-3.3,13.0,14.9
628,Kostanay,17,KZ,1601611670,87,53.17,63.58,6.0,0.86
629,Chara,100,RU,1601611670,90,56.91,118.26,1.01,1.78
630,Mareeba,3,AU,1601611204,49,-17.0,145.43,30.0,3.13
631,Farafangana,5,MG,1601611670,84,-22.82,47.83,22.67,0.7
632,Bonthe,99,SL,1601611330,91,7.53,-12.51,24.83,2.1
633,Linares,0,CL,1601611462,87,-35.85,-71.6,4.25,1.58
634,Teahupoo,40,PF,1601611671,54,-17.83,-149.27,29.0,3.1
635,Jurm,73,AF,1601611671,42,36.86,70.83,12.47,0.57
636,Suluova,75,TR,1601611671,87,40.83,35.65,15.0,3.1
637,Belyy Yar,80,RU,1601611672,77,53.6,91.39,6.0,1.0
638,Trofors,11,NO,1601611672,66,65.53,13.41,13.89,6.7
639,Belaya Gora,100,RU,1601611672,67,68.53,146.42,3.75,1.89
640,Tres Palos,59,MX,1601611672,89,18.18,-101.62,22.24,0.79
641,Kandi,31,BJ,1601611452,94,11.13,2.94,22.51,1.92
642,Pascagoula,1,US,1601611475,68,30.37,-88.56,21.0,3.6
643,Bonaventure,90,CA,1601611673,82,48.05,-65.49,13.0,2.1
644,Havelock,1,US,1601611673,88,34.88,-76.9,21.67,2.42
645,Nyzhni Sirohozy,0,UA,1601611673,93,46.85,34.38,12.98,3.49
646,Wanxian,100,CN,1601611673,85,30.8,108.39,21.1,1.44
647,Zhezkazgan,0,KZ,1601611674,42,47.8,67.71,7.0,5.0
648,Guantánamo,75,CU,1601611674,78,20.14,-75.21,27.0,2.6
649,Antropovo,92,RU,1601611674,85,58.4,43.01,8.29,0.84
650,Sydney,0,AU,1601611484,22,-33.87,151.21,26.0,7.2
651,Jacksonville,75,US,1601611675,68,30.33,-81.66,22.0,2.6
652,Faya,25,SA,1601611675,30,18.39,42.45,17.0,1.45
653,Davila,20,PH,1601611675,74,18.47,120.58,31.0,2.6
654,Porto Walter,93,BR,1601611675,83,-8.27,-72.74,22.31,0.57
655,Ust-Nera,100,RU,1601611359,74,64.57,143.2,3.81,2.28
656,Kotel'nich,88,RU,1601611676,93,58.31,48.35,9.34,1.42
657,Narsaq,100,GL,1601611303,89,60.92,-46.05,4.0,7.7
